timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,start
66,44858050.0,21146550.0,116.5984,12237660.0,61.93683,2371193.0,0.0,0
67,44858050.0,21146550.0,116.5984,12237660.0,61.93524,2371196.0,0.0,0
68,44858050.0,21146550.0,116.5984,12237660.0,61.93365,2371200.0,0.0,0
69,44858050.0,21146550.0,116.5984,12237660.0,61.93207,2371204.0,0.0,0
70,44858050.0,21146550.0,116.5984,12237660.0,61.93048,2371207.0,0.0,0
71,44858050.0,21146550.0,116.5984,12237660.0,61.9289,2371211.0,0.0,0
72,44858050.0,21146550.0,116.5984,12237660.0,61.92731,2371215.0,0.0,0
73,44858050.0,21146550.0,116.5984,12237670.0,61.92572,2371218.0,0.0,0
74,44858050.0,21146550.0,116.5984,12237670.0,61.92414,2371222.0,0.0,0
75,44858050.0,21146550.0,116.5984,12237670.0,61.92255,2371226.0,0.0,0
76,44858050.0,21146550.0,116.5984,12237670.0,61.92096,2371229.0,0.0,0
77,44858050.0,21146550.0,116.5984,12237670.0,61.91938,2371233.0,0.0,0
78,44858050.0,21146550.0,116.5984,12237670.0,61.91779,2371237.0,0.0,0
79,44858050.0,21146550.0,116.5984,12237670.0,61.9162,2371240.0,0.0,0
80,44858050.0,21146550.0,116.5984,12237670.0,61.91462,2371244.0,0.0,0
81,44858050.0,21146550.0,116.5984,12237670.0,61.91303,2371248.0,0.0,0
82,44858050.0,21146550.0,116.5984,12237670.0,61.91144,2371251.0,0.0,0
83,44858050.0,21146550.0,116.5984,12237670.0,61.90985,2371255.0,0.0,0
84,44858050.0,21146550.0,116.5984,12237680.0,61.90827,2371259.0,0.0,0
85,44858050.0,21146550.0,116.5984,12237680.0,61.90668,2371262.0,0.0,0
86,44858050.0,21146550.0,116.5984,12237680.0,61.90509,2371266.0,0.0,0
87,44858050.0,21146550.0,116.5984,12237680.0,61.90351,2371270.0,0.0,0
88,44858050.0,21146550.0,116.5984,12237680.0,61.90192,2371273.0,0.0,0
89,44858050.0,21146550.0,116.5984,12237680.0,61.90033,2371277.0,0.0,0
90,44858050.0,21146550.0,116.5984,12237680.0,61.89875,2371281.0,0.0,0
91,44858050.0,21146550.0,116.5984,12237680.0,61.89716,2371284.0,0.0,0
92,44858050.0,21146550.0,116.5984,12237680.0,61.89558,2371288.0,0.0,0
93,44858050.0,21146550.0,116.5984,12237680.0,61.89399,2371292.0,0.0,0
94,44858050.0,21146550.0,116.5984,12237690.0,61.8924,2371295.0,0.0,0
95,44858050.0,21146550.0,116.5984,12237690.0,61.89082,2371299.0,0.0,0
96,44858050.0,21146550.0,116.5984,12237690.0,61.88923,2371303.0,0.0,0
97,44858050.0,21146550.0,116.5984,12237690.0,61.88764,2371306.0,0.0,0
98,44858050.0,21146550.0,116.5984,12237690.0,61.88605,2371310.0,0.0,0
99,44858050.0,21146550.0,116.5984,12237690.0,61.88447,2371314.0,0.0,0
100,44858050.0,21146550.0,116.5984,12237690.0,61.88288,2371317.0,0.0,0
101,44858050.0,21146550.0,116.5984,12237690.0,61.88129,2371321.0,0.0,0
102,44858050.0,21146550.0,116.5984,12237690.0,61.87971,2371325.0,0.0,0
103,44858050.0,21146550.0,116.5984,12237690.0,61.87812,2371328.0,0.0,0
104,44858050.0,21146550.0,116.5984,12237690.0,61.87653,2371332.0,0.0,0
105,44858050.0,21146550.0,116.5984,12237700.0,61.87495,2371336.0,0.0,0
106,44858050.0,21146550.0,116.5984,12237700.0,61.87336,2371339.0,0.0,0
107,44858050.0,21146550.0,116.5984,12237700.0,61.87177,2371343.0,0.0,0
108,44858050.0,21146550.0,116.5984,12237700.0,61.87019,2371347.0,0.0,0
109,44858050.0,21146550.0,116.5984,12237700.0,61.8686,2371350.0,0.0,0
110,44858050.0,21146550.0,116.5984,12237700.0,61.86701,2371354.0,0.0,0
111,44858050.0,21146550.0,116.5984,12237700.0,61.86543,2371358.0,0.0,0
112,44858050.0,21146550.0,116.5984,12237700.0,61.86384,2371361.0,0.0,0
113,44858050.0,21146550.0,116.5984,12237700.0,61.86225,2371365.0,0.0,0
114,44858050.0,21146550.0,116.5984,12237700.0,61.86066,2371369.0,0.0,0
115,44858050.0,21146550.0,116.5984,12237700.0,61.85908,2371372.0,0.0,0
116,44858050.0,21146550.0,116.5984,12237710.0,61.85749,2371376.0,0.0,0
117,44858050.0,21146550.0,116.5984,12237710.0,61.85591,2371380.0,0.0,0
118,44858050.0,21146550.0,116.5984,12237710.0,61.85432,2371383.0,0.0,0
119,44858050.0,21146550.0,116.5984,12237710.0,61.85273,2371387.0,0.0,0
120,44858050.0,21146550.0,116.5984,12237710.0,61.85115,2371391.0,0.0,0
121,44858050.0,21146550.0,116.5984,12237710.0,61.84956,2371394.0,0.0,0
122,44858050.0,21146550.0,116.5984,12237710.0,61.84797,2371398.0,0.0,0
123,44858050.0,21146550.0,116.5984,12237710.0,61.84639,2371402.0,0.0,0
124,44858050.0,21146550.0,116.5984,12237710.0,61.8448,2371405.0,0.0,0
125,44858050.0,21146550.0,116.5984,12237710.0,61.84321,2371409.0,0.0,0
126,44858050.0,21146550.0,116.5984,12237720.0,61.84163,2371413.0,0.0,0
127,44858050.0,21146550.0,116.5984,12237720.0,61.84004,2371416.0,0.0,0
128,44858050.0,21146550.0,116.5984,12237720.0,61.83845,2371420.0,0.0,0
129,44858050.0,21146550.0,116.5984,12237720.0,61.84118,2371424.0,0.0,0
130,44858050.0,21146550.0,116.5984,12237720.0,61.84391,2371427.0,0.0,0
131,44858050.0,21146550.0,116.5984,12237720.0,61.84664,2371431.0,0.0,0
132,44858050.0,21146550.0,116.5984,12237720.0,61.84937,2371435.0,0.0,0
133,44858050.0,21146550.0,116.5984,12237720.0,61.8521,2371438.0,0.0,0
134,44858050.0,21146550.0,116.5984,12237720.0,61.85483,2371442.0,0.0,0
135,44858050.0,21146550.0,116.5984,12237720.0,61.85756,2371446.0,0.0,0
136,44858050.0,21146550.0,116.5984,12237720.0,61.86029,2371449.0,0.0,0
137,44858050.0,21146550.0,116.5984,12237730.0,61.86302,2371453.0,0.0,0
138,44858050.0,21146550.0,116.5984,12237730.0,61.86575,2371457.0,0.0,0
139,44858050.0,21146550.0,116.5984,12237730.0,61.86848,2371460.0,0.0,0
140,44858050.0,21146550.0,116.5984,12237730.0,61.87121,2371464.0,0.0,0
141,44858050.0,21146550.0,116.5984,12237730.0,61.87394,2371468.0,0.0,0
142,44858050.0,21146550.0,116.5984,12237730.0,61.87667,2371471.0,0.0,0
143,44858050.0,21146550.0,116.5984,12237730.0,61.87939,2371475.0,0.0,0
144,44858050.0,21146550.0,116.5984,12237730.0,61.88213,2371479.0,0.0,0
145,44858050.0,21146550.0,116.5984,12237730.0,61.88486,2371482.0,0.0,0
146,44858050.0,21146550.0,116.5984,12237730.0,61.88758,2371486.0,0.0,0
147,44858050.0,21146550.0,116.5984,12237730.0,61.89032,2371490.0,0.0,0
148,44858050.0,21146550.0,116.5984,12237730.0,61.89304,2371493.0,0.0,0
149,44858050.0,21146550.0,116.5984,12237740.0,61.89577,2371497.0,0.0,0
150,44858050.0,21146550.0,116.5984,12237740.0,61.8985,2371501.0,0.0,0
151,44858050.0,21146550.0,116.5984,12237740.0,61.90123,2371504.0,0.0,0
152,44858050.0,21146550.0,116.5984,12237740.0,61.90396,2371508.0,0.0,0
153,44858050.0,21146550.0,116.5984,12237740.0,61.90669,2371512.0,0.0,0
154,44858050.0,21146550.0,116.5984,12237740.0,61.90942,2371515.0,0.0,0
155,44858050.0,21146550.0,116.5984,12237740.0,61.91215,2371519.0,0.0,0
156,44858050.0,21146550.0,116.5984,12237740.0,61.91488,2371523.0,0.0,0
157,44858050.0,21146550.0,116.5984,12237740.0,61.91761,2371526.0,0.0,0
158,44858050.0,21146550.0,116.5984,12237740.0,61.92034,2371530.0,0.0,0
159,44858050.0,21146550.0,116.5984,12237750.0,61.92307,2371534.0,0.0,0
160,44858050.0,21146550.0,116.5984,12237750.0,61.9258,2371537.0,0.0,0
161,44858050.0,21146550.0,116.5984,12237750.0,61.92853,2371541.0,0.0,0
162,44858050.0,21146550.0,116.5984,12237750.0,61.93126,2371545.0,0.0,0
163,44858050.0,21146550.0,116.5984,12237750.0,61.93399,2371548.0,0.0,0
164,44858050.0,21146550.0,116.5984,12237750.0,61.93672,2371552.0,0.0,0
165,44858050.0,21146550.0,116.5984,12237750.0,61.93945,2371556.0,0.0,0
166,44858050.0,21146550.0,116.5984,12237750.0,61.94218,2371559.0,0.0,0
167,44858050.0,21146550.0,116.5984,12237750.0,61.94491,2371563.0,0.0,0
168,44858050.0,21146550.0,116.5984,12237750.0,61.94764,2371567.0,0.0,0
169,44858050.0,21146550.0,116.5984,12237750.0,61.95037,2371570.0,0.0,0
170,44858050.0,21146550.0,116.5984,12237760.0,61.9531,2371574.0,0.0,0
171,44858050.0,21146550.0,116.5984,12237760.0,61.95583,2371578.0,0.0,0
172,44858050.0,21146550.0,116.5984,12237760.0,61.95856,2371581.0,0.0,0
173,44858050.0,21146550.0,116.5984,12237760.0,61.96129,2371585.0,0.0,0
174,44858050.0,21146550.0,116.5984,12237760.0,61.96402,2371589.0,0.0,0
175,44858050.0,21146550.0,116.5984,12237760.0,61.96675,2371592.0,0.0,0
176,44858050.0,21146550.0,116.5984,12237760.0,61.96947,2371596.0,0.0,0
177,44858050.0,21146550.0,116.5984,12237760.0,61.97221,2371600.0,0.0,0
178,44858050.0,21146550.0,116.5984,12237760.0,61.97493,2371603.0,0.0,0
179,44858050.0,21146550.0,116.5984,12237760.0,61.97766,2371607.0,0.0,0
180,44858050.0,21146550.0,116.5984,12237760.0,61.98039,2371611.0,0.0,0
181,44858050.0,21146550.0,116.5984,12237770.0,61.98312,2371614.0,0.0,0
182,44858050.0,21146550.0,116.5984,12237770.0,61.98586,2371618.0,0.0,0
183,44858050.0,21146550.0,116.5984,12237770.0,61.98858,2371622.0,0.0,0
184,44858050.0,21146550.0,116.5984,12237770.0,61.99131,2371625.0,0.0,0
185,44858050.0,21146550.0,116.5984,12237770.0,61.99404,2371629.0,0.0,0
186,44858050.0,21146550.0,116.5984,12237770.0,61.99677,2371633.0,0.0,0
187,44858050.0,21146550.0,116.5984,12237770.0,61.9995,2371636.0,0.0,0
188,44858050.0,21146550.0,116.5984,12237770.0,62.00223,2371640.0,0.0,0
189,44858050.0,21146550.0,116.5984,12237770.0,62.00187,2371644.0,0.0,0
190,44858050.0,21146550.0,116.5984,12237770.0,62.0015,2371647.0,0.0,0
191,44858050.0,21146550.0,116.5984,12237780.0,62.00114,2371651.0,0.0,0
192,44858050.0,21146550.0,116.5984,12237780.0,62.00077,2371655.0,0.0,0
193,44858050.0,21146550.0,116.5984,12237780.0,62.00041,2371658.0,0.0,0
194,44858050.0,21146550.0,116.5984,12237780.0,62.00005,2371662.0,0.0,0
195,44858050.0,21146550.0,116.5984,12237780.0,61.99968,2371666.0,0.0,0
196,44858050.0,21146550.0,116.5984,12237780.0,61.99932,2371669.0,0.0,0
197,44858050.0,21146550.0,116.5984,12237780.0,61.99895,2371673.0,0.0,0
198,44858050.0,21146550.0,116.5984,12237780.0,61.99859,2371677.0,0.0,0
199,44858050.0,21146550.0,116.5984,12237780.0,61.99823,2371680.0,0.0,0
200,44858050.0,21146550.0,116.5984,12237780.0,61.99786,2371684.0,0.0,0
201,44858050.0,21146550.0,116.5984,12237780.0,61.9975,2371688.0,0.0,0
202,44858050.0,21146550.0,116.5984,12237790.0,61.99713,2371691.0,0.0,0
203,44858050.0,21146550.0,116.5984,12237790.0,61.99677,2371695.0,0.0,0
204,44858050.0,21146550.0,116.5984,12237790.0,61.9964,2371699.0,0.0,0
205,44858050.0,21146550.0,116.5984,12237790.0,61.99604,2371702.0,0.0,0
206,44858050.0,21146550.0,116.5984,12237790.0,61.99567,2371706.0,0.0,0
207,44858050.0,21146550.0,116.5984,12237790.0,61.99531,2371710.0,0.0,0
208,44858050.0,21146550.0,116.5984,12237790.0,61.99495,2371713.0,0.0,0
209,44858050.0,21146550.0,116.5984,12237790.0,61.99458,2371717.0,0.0,0
210,44858050.0,21146550.0,116.5984,12237790.0,61.99422,2371721.0,0.0,0
211,44858050.0,21146550.0,116.5984,12237790.0,61.99385,2371724.0,0.0,0
212,44858050.0,21146550.0,116.5984,12237790.0,61.99349,2371728.0,0.0,0
213,44858050.0,21146550.0,116.5984,12237800.0,61.99313,2371732.0,0.0,0
214,44858050.0,21146550.0,116.5984,12237800.0,61.99276,2371735.0,0.0,0
215,44858050.0,21146550.0,116.5984,12237800.0,61.9924,2371739.0,0.0,0
216,44858050.0,21146550.0,116.5984,12237800.0,61.99203,2371743.0,0.0,0
217,44858050.0,21146550.0,116.5984,12237800.0,61.99167,2371746.0,0.0,0
218,44858050.0,21146550.0,116.5984,12237800.0,61.99131,2371750.0,0.0,0
219,44858050.0,21146550.0,116.5984,12237800.0,61.99094,2371754.0,0.0,0
220,44858050.0,21146550.0,116.5984,12237800.0,61.99058,2371757.0,0.0,0
221,44858050.0,21146550.0,116.5984,12237800.0,61.99021,2371761.0,0.0,0
222,44858050.0,21146550.0,116.5984,12237800.0,61.98985,2371765.0,0.0,0
223,44858050.0,21146550.0,116.5984,12237810.0,61.98948,2371768.0,0.0,0
224,44858050.0,21146550.0,116.5984,12237810.0,61.98912,2371772.0,0.0,0
225,44858050.0,21146550.0,116.5984,12237810.0,61.98875,2371776.0,0.0,0
226,44858050.0,21146550.0,116.5984,12237810.0,61.98839,2371779.0,0.0,0
227,44858050.0,21146550.0,116.5984,12237810.0,61.98803,2371783.0,0.0,0
228,44858050.0,21146550.0,116.5984,12237810.0,61.98766,2371787.0,0.0,0
229,44858050.0,21146550.0,116.5984,12237810.0,61.9873,2371790.0,0.0,0
230,44858050.0,21146550.0,116.5984,12237810.0,61.98693,2371794.0,0.0,0
231,44858050.0,21146550.0,116.5984,12237810.0,61.98657,2371798.0,0.0,0
232,44858050.0,21146550.0,116.5984,12237810.0,61.98621,2371801.0,0.0,0
233,44858050.0,21146550.0,116.5984,12237810.0,61.98584,2371805.0,0.0,0
234,44858050.0,21146550.0,116.5984,12237820.0,61.98548,2371809.0,0.0,0
235,44858050.0,21146550.0,116.5984,12237820.0,61.98512,2371812.0,0.0,0
236,44858050.0,21146550.0,116.5984,12237820.0,61.98475,2371816.0,0.0,0
237,44858050.0,21146550.0,116.5984,12237820.0,61.98439,2371820.0,0.0,0
238,44858050.0,21146550.0,116.5984,12237820.0,61.98402,2371823.0,0.0,0
239,44858050.0,21146550.0,116.5984,12237820.0,61.98366,2371827.0,0.0,0
240,44858050.0,21146550.0,116.5984,12237820.0,61.98329,2371831.0,0.0,0
241,44858050.0,21146550.0,116.5984,12237820.0,61.98293,2371834.0,0.0,0
242,44858050.0,21146550.0,116.5984,12237820.0,61.98256,2371838.0,0.0,0
243,44858050.0,21146550.0,116.5984,12237820.0,61.9822,2371842.0,0.0,0
244,44858050.0,21146550.0,116.5984,12237820.0,61.98183,2371845.0,0.0,0
245,44858050.0,21146550.0,116.5984,12237830.0,61.98147,2371849.0,0.0,0
246,44858050.0,21146550.0,116.5984,12237830.0,61.98111,2371853.0,0.0,0
247,44858050.0,21146550.0,116.5984,12237830.0,61.98074,2371856.0,0.0,0
248,44858050.0,21146550.0,116.5984,12237830.0,61.98038,2371860.0,0.0,0
249,44858050.0,21146550.0,116.5984,12237830.0,61.98001,2371864.0,0.0,0
250,44858050.0,21146550.0,116.5984,12237830.0,61.97965,2371867.0,0.0,0
251,44858050.0,21146550.0,116.5984,12237830.0,61.97929,2371871.0,0.0,0
252,44858050.0,21146550.0,116.5984,12237830.0,61.97892,2371875.0,0.0,0
253,44858050.0,21146550.0,116.5984,12237830.0,61.97856,2371878.0,0.0,0
254,44858050.0,21146550.0,116.5984,12237830.0,61.97819,2371882.0,0.0,0
255,44858050.0,21146550.0,116.5984,12237830.0,61.97783,2371886.0,0.0,0
256,44858050.0,21146550.0,116.5984,12237840.0,61.97747,2371889.0,0.0,0
257,44858050.0,21146550.0,116.5984,12237840.0,61.9771,2371893.0,0.0,0
258,44858050.0,21146550.0,116.5984,12237840.0,61.97674,2371897.0,0.0,0
259,44858050.0,21146550.0,116.5984,12237840.0,61.97637,2371900.0,0.0,0
260,44858050.0,21146550.0,116.5984,12237840.0,61.97601,2371904.0,0.0,0
261,44858050.0,21146550.0,116.5984,12237840.0,61.97564,2371908.0,0.0,0
262,44858050.0,21146550.0,116.5984,12237840.0,61.97528,2371911.0,0.0,0
263,44858050.0,21146550.0,116.5984,12237840.0,61.97491,2371915.0,0.0,0
264,44858050.0,21146550.0,116.5984,12237840.0,61.97455,2371919.0,0.0,0
265,44858050.0,21146550.0,116.5984,12237840.0,61.97419,2371922.0,0.0,0
266,44858050.0,21146550.0,116.5984,12237840.0,61.97382,2371926.0,0.0,0
267,44858050.0,21146550.0,116.5984,12237850.0,61.97346,2371930.0,0.0,0
268,44858050.0,21146550.0,116.5984,12237850.0,61.97309,2371933.0,0.0,0
269,44858050.0,21146550.0,116.5984,12237850.0,61.97273,2371937.0,0.0,0
270,44858050.0,21146550.0,116.5984,12237850.0,61.97237,2371941.0,0.0,0
271,44858050.0,21146550.0,116.5983,12237850.0,61.972,2371944.0,0.0,0
272,44858050.0,21146550.0,116.5982,12237850.0,61.97164,2371948.0,0.0,0
273,44858050.0,21146550.0,116.5981,12237850.0,61.97127,2371952.0,0.0,0
274,44858050.0,21146550.0,116.598,12237850.0,61.97091,2371955.0,0.0,0
275,44858050.0,21146550.0,116.5979,12237850.0,61.97054,2371959.0,0.0,0
276,44858050.0,21146550.0,116.5978,12237850.0,61.97018,2371963.0,0.0,0
277,44858050.0,21146550.0,116.5977,12237860.0,61.96981,2371966.0,0.0,0
278,44858050.0,21146550.0,116.5976,12237860.0,61.96945,2371970.0,0.0,0
279,44858050.0,21146550.0,116.5975,12237860.0,61.96909,2371974.0,0.0,0
280,44858050.0,21146550.0,116.5974,12237860.0,61.96872,2371977.0,0.0,0
281,44858050.0,21146550.0,116.5973,12237860.0,61.96836,2371981.0,0.0,0
282,44858050.0,21146550.0,116.5972,12237860.0,61.96799,2371985.0,0.0,0
283,44858050.0,21146550.0,116.5971,12237860.0,61.96763,2371988.0,0.0,0
284,44858050.0,21146550.0,116.597,12237860.0,61.96727,2371992.0,0.0,0
285,44858050.0,21146550.0,116.5969,12237860.0,61.9669,2371996.0,0.0,0
286,44858050.0,21146550.0,116.5968,12237860.0,61.96654,2371999.0,0.0,0
287,44858050.0,21146550.0,116.5967,12237860.0,61.96618,2372003.0,0.0,0
288,44858050.0,21146550.0,116.5965,12237870.0,61.96581,2372007.0,0.0,0
289,44858050.0,21146550.0,116.5965,12237870.0,61.96545,2372010.0,0.0,0
290,44858050.0,21146550.0,116.5963,12237870.0,61.96508,2372014.0,0.0,0
291,44858050.0,21146550.0,116.5962,12237870.0,61.96472,2372018.0,0.0,0
292,44858050.0,21146550.0,116.5961,12237870.0,61.96435,2372021.0,0.0,0
293,44858050.0,21146550.0,116.596,12237870.0,61.96399,2372025.0,0.0,0
294,44858050.0,21146550.0,116.5959,12237870.0,61.96362,2372029.0,0.0,0
295,44858050.0,21146550.0,116.5958,12237870.0,61.96326,2372032.0,0.0,0
296,44858050.0,21146550.0,116.5957,12237870.0,61.96289,2372036.0,0.0,0
297,44858050.0,21146550.0,116.5956,12237870.0,61.96253,2372040.0,0.0,0
298,44858050.0,21146550.0,116.5955,12237870.0,61.96217,2372043.0,0.0,0
299,44858050.0,21146550.0,116.5954,12237880.0,61.9618,2372047.0,0.0,0
300,44858050.0,21146550.0,116.5953,12237880.0,61.96144,2372051.0,0.0,0
301,44858050.0,21146550.0,116.5952,12237880.0,61.96107,2372054.0,0.0,0
302,44858050.0,21146550.0,116.5951,12237880.0,61.96071,2372058.0,0.0,0
303,44858050.0,21146550.0,116.595,12237880.0,61.96035,2372062.0,0.0,0
304,44858050.0,21146550.0,116.5949,12237880.0,61.95998,2372065.0,0.0,0
305,44858050.0,21146550.0,116.5948,12237880.0,61.95962,2372069.0,0.0,0
306,44858050.0,21146550.0,116.5947,12237880.0,61.95926,2372073.0,0.0,0
307,44858050.0,21146550.0,116.5946,12237880.0,61.95889,2372076.0,0.0,0
308,44858050.0,21146550.0,116.5945,12237880.0,61.95853,2372080.0,0.0,0
309,44858050.0,21146550.0,116.5944,12237890.0,61.95816,2372084.0,0.0,0
310,44858050.0,21146550.0,116.5943,12237890.0,61.9578,2372087.0,0.0,0
311,44858050.0,21146550.0,116.5942,12237890.0,61.95743,2372091.0,0.0,0
312,44858050.0,21146550.0,116.5941,12237890.0,61.95707,2372095.0,0.0,0
313,44858050.0,21146550.0,116.594,12237890.0,61.9567,2372098.0,0.0,0
314,44858050.0,21146550.0,116.5939,12237890.0,61.95634,2372102.0,0.0,0
315,44858050.0,21146550.0,116.5938,12237890.0,61.95597,2372106.0,0.0,0
316,44858050.0,21146550.0,116.5937,12237890.0,61.95561,2372109.0,0.0,0
317,44858050.0,21146550.0,116.5936,12237890.0,61.95525,2372113.0,0.0,0
318,44858050.0,21146550.0,116.5935,12237890.0,61.95488,2372117.0,0.0,0
319,44858050.0,21146550.0,116.5934,12237890.0,61.95452,2372120.0,0.0,0
320,44858050.0,21146550.0,116.5933,12237900.0,61.95415,2372124.0,0.0,0
321,44858050.0,21146550.0,116.5932,12237900.0,61.95379,2372128.0,0.0,0
322,44858050.0,21146550.0,116.5931,12237900.0,61.95343,2372131.0,0.0,0
323,44858050.0,21146550.0,116.593,12237900.0,61.95306,2372135.0,0.0,0
324,44858050.0,21146550.0,116.5929,12237900.0,61.9527,2372139.0,0.0,0
325,44858050.0,21146550.0,116.5928,12237900.0,61.95234,2372142.0,0.0,0
326,44858050.0,21146550.0,116.5927,12237900.0,61.95197,2372146.0,0.0,0
327,44858050.0,21146550.0,116.5926,12237900.0,61.95161,2372150.0,0.0,0
328,44858050.0,21146550.0,116.5925,12237900.0,61.95124,2372153.0,0.0,0
329,44858050.0,21146550.0,116.5923,12237900.0,61.95088,2372157.0,0.0,0
